X,Y,FID,FAC_NAME,NAME,ADDRESS,CITY_STATE_ZIP,CITY,STATE,ZIP,OPERATING_STATUS,MEDICARE,MEDICARE_ID,MEDICAID,MEDICAID_ID,CERTIFIED_TOTAL_BEDS,COUNTY,ADMIN,PHONE,EMERGENCY_CONTACT,EMERGENCY_PHONE,EMERGENCY_FAX,EMERGENCY_EMAIL,DATE_GEOCODED,SOURCE,GEO_TRACT,GEO_COUNTY,GEO_ZIP,FACTYPE,SYMBOL,Latitude,Longitude,TYPE
-11666097.8448,4793324.57,1130,"KAREN ANN MOSS, LLC (10M539)","KAREN ANN MOSS, LLC",16514 E. BLACK HORN DR.,"PARKER, CO   80134",PARKER,CO,80134,01-ACTIVE,N,,Y,75035537,0/0,DOUGLAS,Ms KAREN MOSS,(303) 257-7687,Karen Moss,(303) 257-7687,,karenmoss123@comcast.net,March 2020,CDPHE Health Facilities and Emergency Medical Services Division,08035014006,DOUGLAS,80134,Home and Community Based Services - Intellectual and developmental disabilities,Home and Community Based Services,39.498455,-104.79834,HCBS-IDD
-11665387.8491,4794456.6671,1131,ELEVATION ABILITY SERVICES (10E472),ELEVATION ABILITY SERVICES,17062 WHITE ALBA LANE,"PARKER, CO   80134",PARKER,CO,80134,01-ACTIVE,N,,Y,25201531,0/0,DOUGLAS,Ms KEELEE BURTCH,(303) 493-1483,M & K Burtch,(303) 493-1483,,actautismconsult@gmail.com,March 2020,CDPHE Health Facilities and Emergency Medical Services Division,08035014006,DOUGLAS,80134,Home and Community Based Services - Intellectual and developmental disabilities,Home and Community Based Services,39.506302,-104.791962,HCBS-IDD
-11667094.0429,4800615.6854,1132,LIFE CARE CENTER OF STONEGATE (02C450),LIFE CARE CENTER OF STONEGATE,15720 GARDEN PLAZA DR,"PARKER, CO   80134",PARKER,CO,80134,01-ACTIVE,Y,065401,N,,120/120,DOUGLAS,KURT HUNTER,(303) 805-2085,,(860) 841-0464,(303) 805-2089,Lucas_Carroll@lcca.com,March 2020,CDPHE Health Facilities and Emergency Medical Services Division,08035014005,DOUGLAS,80134,Nursing Home,Assisted Living Residence/Nursing Home,39.548977,-104.807289,SNF/NF
-11672056.5545,4798568.3209,1133,LINCOLN MEADOWS SENIOR LIVING (23D500),LINCOLN MEADOWS SENIOR LIVING,10001 S OSWEGO,"PARKER, CO   80134",PARKER,CO,80134,01-ACTIVE,N,,N,,0/90,DOUGLAS,Ms CYNTHIA BATEY,(303) 790-1910,Cynthia Batey,(303) 792-1910,(303) 662-0169,cbatey@spectrumretirement.com,March 2020,CDPHE Health Facilities and Emergency Medical Services Division,08035014011,DOUGLAS,80134,Assisted Living Residence,Assisted Living Residence/Nursing Home,39.534794,-104.851868,ALRONLY
-11671910.392,4798554.4644,1134,LINCOLN RECOVERY CENTER (36K564),LINCOLN RECOVERY CENTER,11960 LIONESS WAY STE 120,"PARKER, CO   80134",PARKER,CO,80134,01-ACTIVE,N,,N,,0/3,DOUGLAS,Ms LEANN GIBLETT (ADMIN),(720) 473-4862,,,(720) 473-4865,,March 2020,CDPHE Health Facilities and Emergency Medical Services Division,08035014011,DOUGLAS,80134,Convalescent Center,Rehabilitaton or Recovery,39.534698,-104.850555,CONV
-11671910.392,4798554.4644,1135,LINCOLN SURGERY CENTER LLC (16J547),LINCOLN SURGERY CENTER LLC,11960 E LIONESS WAY #120,"PARKER, CO   80134",PARKER,CO,80134,01-ACTIVE,Y,06C0001124,N,,0/0,DOUGLAS,Ms LEANN GIBLETT (ADMIN),(720) 542-6700,,,(720) 542-6701,,March 2020,CDPHE Health Facilities and Emergency Medical Services Division,08035014011,DOUGLAS,80134,Ambulatory Surgical Center,Surgery or Transplant,39.534698,-104.850555,ASC
-11671482.3686,4798626.6339,1136,CENTER AT LINCOLN LLC (02S302),CENTER AT LINCOLN LLC,12230 LIONESS WAY,"PARKER, CO   80134",PARKER,CO,80134,01-ACTIVE,Y,065403,N,,96/96,DOUGLAS,Mr LUCAS CARROLL,(720) 214-7777,,,(720) 974-1377,d.anderson@centeratlincoln.com,March 2020,CDPHE Health Facilities and Emergency Medical Services Division,08035014011,DOUGLAS,80134,Nursing Home,Assisted Living Residence/Nursing Home,39.535198,-104.84671,SNF
-11672061.5639,4798678.4519,1137,CENTURA HEALTH EMERGENCY AND URGENT CARE-MERIDIAN (18B345),CENTURA HEALTH EMERGENCY AND URGENT CARE-MERIDIAN,"9949 SOUTH OSWEGO STREET, SUITE 100","PARKER, CO   80134",PARKER,CO,80134,01-ACTIVE,N,,N,,0/13,DOUGLAS,Ms DEBRA CARPENTER,(303) 925-4700,,,(303) 925-4701,,March 2020,CDPHE Health Facilities and Emergency Medical Services Division,08035014011,DOUGLAS,80134,Community Clinic/Emergency,Clinic,39.535557,-104.851913,CCEC
-11668088.5712,4794133.0535,1138,303 HOMECARE LLC (04C453),303 HOMECARE LLC,14966 MELCO AVE,"PARKER, CO   80134",PARKER,CO,80134,01-ACTIVE,N,,N,,0/0,DOUGLAS,Ms ADA GURZHIEV,(303) 210-0070,,,(303) 337-6096,,March 2020,CDPHE Health Facilities and Emergency Medical Services Division,08035014011,DOUGLAS,80134,Home Health Agency - HCA license - personal care homemaker,Home Health,39.504059,-104.816223,HCA-PHS
-11668088.5712,4794133.0535,1139,303 HOMECARE LLC (04S299),303 HOMECARE LLC,14966 MELCO AVE,"PARKER, CO   80134",PARKER,CO,80134,01-ACTIVE,N,,N,,0/0,DOUGLAS,Ms ADA GURZHIEV,(303) 210-0070,,,(303) 337-6096,zhannabayerman@yahoo.com,March 2020,CDPHE Health Facilities and Emergency Medical Services Division,08035014011,DOUGLAS,80134,Home Care Agency - In-Home Support Services,Home Health,39.504059,-104.816223,HCA-IHSS
-11663601.7278,4783804.6888,1140,ASSURED ASSISTED LIVING 6 (23H517),ASSURED ASSISTED LIVING 6,4837 WAGON TRAIL COURT,"PARKER, CO   80134",PARKER,CO,80134,01-ACTIVE,N,,N,,0/8,DOUGLAS,Mr FRANCIS LEGASSE,(303) 841-0470,Francis LeGasse,(303) 814-2688,(303) 814-2689,francis@assuredal.com,March 2020,CDPHE Health Facilities and Emergency Medical Services Division,08035014013,DOUGLAS,80134,Assisted Living Residence,Assisted Living Residence/Nursing Home,39.432434,-104.775917,ALRONLY
-11666008.6779,4798173.5624,1141,PEAK PHYSICAL THERAPY AND WELLNESS (20G511),PEAK PHYSICAL THERAPY AND WELLNESS,16522 KEYSTONE BLVD SUITE N,"PARKER, CO   80134",PARKER,CO,80134,01-ACTIVE,Y,066638,N,,0/0,DOUGLAS,Mr MICHAEL BIBA,(303) 840-7325,Michael Biba,(303) 726-4707,(303) 840-7326,mbiba@peakptandwellness.com,March 2020,CDPHE Health Facilities and Emergency Medical Services Division,08035014008,DOUGLAS,80134,Outpatient Physical Therapy/Speech Pathology,Rehabilitaton or Recovery,39.532059,-104.797539,OPT-SP
-11668525.1663,4797969.189,1142,SENIOR LIVING AT THE SIERRA RIDGE LLC (23S217),SENIOR LIVING AT THE SIERRA RIDGE LLC,10136 ISLE STREET,"PARKER, CO   80134",PARKER,CO,80134,01-ACTIVE,N,,N,,0/8,DOUGLAS,Ms JAYADEVI SEENICHAMY,(303) 808-4047,Jayadevi Seenichamy,(303) 808-4047,(303) 617-1341,jaya.s@ilaseniorliving.com,March 2020,CDPHE Health Facilities and Emergency Medical Services Division,08035014008,DOUGLAS,80134,Assisted Living Residence,Assisted Living Residence/Nursing Home,39.530643,-104.820145,ALRONLY
-11664767.0203,4796880.278,1143,SLP COLORADO (23L106),SLP COLORADO,10706 FLAGLER DR,"PARKER, CO   80134",PARKER,CO,80134,01-ACTIVE,N,,N,,8/8,DOUGLAS,Ms TEDDY SAMUEL,(720) 412-5730,Teddy Samuel,(720) 412-5730,(720) 412-5730,tsam4@mac.com,March 2020,CDPHE Health Facilities and Emergency Medical Services Division,08035014009,DOUGLAS,80134,Assisted Living Residence,Assisted Living Residence/Nursing Home,39.523098,-104.786385,ALR/ACF
-11664767.0203,4796880.278,1144,SLP COLORADO (23M128),SLP COLORADO,10706 FLAGLER DR,"PARKER, CO   80134",PARKER,CO,80134,01-ACTIVE,N,,N,,0/0,DOUGLAS,Ms TEDDY SAMUEL,(720) 412-5730,,,(720) 412-5730,,March 2020,CDPHE Health Facilities and Emergency Medical Services Division,08035014009,DOUGLAS,80134,Assisted Living Residence - Brain Injury,Assisted Living Residence/Nursing Home,39.523098,-104.786385,ALR/BISL
-11664865.538,4798213.1097,1145,ASSURED ASSISTED LIVING 7 (23X762),ASSURED ASSISTED LIVING 7,10139 RIVERSTONE DRIVE,"PARKER, CO   80134",PARKER,CO,80134,01-ACTIVE,N,,N,,0/8,DOUGLAS,Mr FRANCIS LEGASSE,(303) 663-4881,Francis LeGasse,(303) 814-2688,(303) 814-2689,francis@assuredal.com,March 2020,CDPHE Health Facilities and Emergency Medical Services Division,08035014010,DOUGLAS,80134,Assisted Living Residence,Assisted Living Residence/Nursing Home,39.532333,-104.78727,ALRONLY
-11664603.9372,4799513.2064,1146,SOLANGE AT GROUSEBERRY WAY LLC (23S727),SOLANGE AT GROUSEBERRY WAY LLC,17618 GROUSEBERRY WAY,"PARKER, CO   80134",PARKER,CO,80134,01-ACTIVE,N,,N,,0/8,DOUGLAS,Mr ALEX ANDRION,(720) 648-7454,Christel Aime,(719) 231-2152,(720) 549-7561,,March 2020,CDPHE Health Facilities and Emergency Medical Services Division,08035014010,DOUGLAS,80134,Assisted Living Residence,Assisted Living Residence/Nursing Home,39.54134,-104.78492,ALRONLY
-11660449.9391,4788142.9654,1147,SENIOR LIVING AT THE PINERY LLC (23W266),SENIOR LIVING AT THE PINERY  LLC,6875 N WINDVIEW CIRCLE,"PARKER, CO   80134",PARKER,CO,80134,01-ACTIVE,N,,Y,99327341,8/8,DOUGLAS,Ms JAYADEVI SEENICHAMY,(303) 841-2136,Jayadevi Seenichamy,(303) 808-4047,(303) 617-1341,,March 2020,CDPHE Health Facilities and Emergency Medical Services Division,08035013908,DOUGLAS,80134,Assisted Living Residence,Assisted Living Residence/Nursing Home,39.462528,-104.747604,ALR/ACF
-11659853.8232,4787903.1825,1148,ARA AT THE PINERY (23K566),ARA AT THE PINERY,7822 WINDWOOD WAY,"PARKER, CO   80134",PARKER,CO,80134,01-ACTIVE,N,,N,,8/8,DOUGLAS,Ms MANDRIA MOUW,(303) 877-7965,Mandria Mouw,(303) 877-7965,(720) 328-9793,mmouw@auroraservices.com,March 2020,CDPHE Health Facilities and Emergency Medical Services Division,08035013908,DOUGLAS,80134,Assisted Living Residence,Assisted Living Residence/Nursing Home,39.460865,-104.742249,ALR/ACF
-11659517.4157,4791995.7056,1149,SENIORS HELPING SENIORS (04Z322),SENIORS HELPING SENIORS,8750 NORTH SUNDOWN TRAIL,"PARKER, CO   80134",PARKER,CO,80134,01-ACTIVE,N,,N,,0/0,DOUGLAS,Mr MARK SMITH,(303) 990-4561,KAREN TANNER-SMITH,(303) 249-1458,(866) 809-5055,mark@seniorcaresouthdenver.com,March 2020,CDPHE Health Facilities and Emergency Medical Services Division,08035013908,DOUGLAS,80134,Home Health Agency - Licensed only,Home Health,39.489243,-104.739227,HCA-LIC
-11658956.0315,4787215.1541,1150,ROCKY MOUNTAIN ADULT ADVOCATES (10Y634),ROCKY MOUNTAIN ADULT ADVOCATES,6410 MOUNTAIN VIEW DRIVE,"PARKER, CO   80134",PARKER,CO,80134,01-ACTIVE,N,,Y,18159541,0/0,DOUGLAS,Ms CHERISE BERNARD,(303) 884-4392,Cherise Bernard,(303) 884-4392,,cherisebernard@comcast.net,March 2020,CDPHE Health Facilities and Emergency Medical Services Division,08035013908,DOUGLAS,80134,Home and Community Based Services - Intellectual and developmental disabilities,Home and Community Based Services,39.456093,-104.734184,HCBS-IDD
-11659853.8232,4787903.1825,1151,ARA AT THE PINERY (23D454),ARA AT THE PINERY,7822 WINDWOOD WAY,"PARKER, CO   80134",PARKER,CO,80134,01-ACTIVE,N,,N,,0/0,DOUGLAS,Ms MANDRIA MOUW,(303) 877-7965,Mandria Mouw,(303) 877-7965,(720) 328-9793,mmouw@auroraservices.com,March 2020,CDPHE Health Facilities and Emergency Medical Services Division,08035013908,DOUGLAS,80134,Assisted Living Residence - Brain Injury,Assisted Living Residence/Nursing Home,39.460865,-104.742249,ALR/BISL
-11661759.6129,4794747.2502,1152,HAAKSMA SPEECH PATHOLOGY INC (04J985),HAAKSMA SPEECH PATHOLOGY INC,11479 S PINE DR STE 1,"PARKER, CO   80134",PARKER,CO,80134,01-ACTIVE,Y,067536,N,,0/0,DOUGLAS,Ms BRENDA HAAKSMA,(303) 919-6799,Brenda Haaksma,(303) 919-6799,(303) 374-8290,brenda.haaksma@gmail.com,March 2020,CDPHE Health Facilities and Emergency Medical Services Division,08035013907,DOUGLAS,80134,Home Health Agency - Medicare/Medicaid,Home Health,39.508316,-104.759369,HHA-1819
-11662638.5916,4791479.0367,1153,"AMY WILSON, MT-BC (10R216)","AMY WILSON, MT-BC",19050 E. CREEKSIDE DR.,"PARKER, CO   80134",PARKER,CO,80134,01-ACTIVE,N,,Y,10070079,0/0,DOUGLAS,Ms AMY WILSON,(303) 726-5508,Amy K. Wilson,,,comusictherapyservices@gmail.com,March 2020,CDPHE Health Facilities and Emergency Medical Services Division,08035013907,DOUGLAS,80134,Home and Community Based Services - Intellectual and developmental disabilities,Home and Community Based Services,39.485661,-104.767265,HCBS-IDD
-11662812.6953,4796193.2209,1154,PARKER SENIOR LIVING BY MORNINGSTAR (23X291),PARKER SENIOR LIVING BY MORNINGSTAR,18900 E MAINSTREET,"PARKER, CO   80134",PARKER,CO,80134,01-ACTIVE,N,,N,,0/167,DOUGLAS,Mr DEWIET MILLER,(303) 805-0818,Dewiet Miller,(720) 415-1827,(303) 805-8111,parker.ed@morningstarseniorliving.com,March 2020,CDPHE Health Facilities and Emergency Medical Services Division,08035013905,DOUGLAS,80134,Assisted Living Residence,Assisted Living Residence/Nursing Home,39.518337,-104.768829,ALRONLY
-11662856.8891,4797354.7949,1155,SELECT PHYSICAL THERAPY - PARKER (20P255),SELECT PHYSICAL THERAPY - PARKER,10470 S PROGRESS WAY SUITE 104,"PARKER, CO   80134",PARKER,CO,80134,01-ACTIVE,Y,066634,N,,0/0,DOUGLAS,Ms DOLORES FITZGERALD,(303) 617-4700,Wendy Mathewson,(303) 727-0976,(303) 617-4707,jon.baird@selectmedicalcorp.com,March 2020,CDPHE Health Facilities and Emergency Medical Services Division,08035013904,DOUGLAS,80134,Outpatient Physical Therapy/Speech Pathology,Rehabilitaton or Recovery,39.526386,-104.769226,OPT-SP
-11662867.1305,4797979.1478,1156,TO THE RESCUE (04H519),TO THE RESCUE,10270 S PROGRESS WAY STE A,"PARKER, CO   80134",PARKER,CO,80134,01-ACTIVE,N,,N,,0/0,DOUGLAS,Ms JONI CONGLETON,(720) 851-2100,Renee Williams,,(303) 248-9406,rwilliams@totherescue.net,March 2020,CDPHE Health Facilities and Emergency Medical Services Division,08035013904,DOUGLAS,80134,Home Health Care - Persons with intellectual and developmental disabilities,Home Health,39.530712,-104.769318,HCA-IDD
-11662867.1305,4797979.1478,1157,TO THE RESCUE (10C419),TO THE RESCUE,10270 S PROGRESS WAY SUITE A,"PARKER, CO   80134",PARKER,CO,80134,01-ACTIVE,N,,N,,0/0,DOUGLAS,Ms RENEE WILLIAMS,(720) 851-2100,Renee Williams,(720) 641-0646,,rwilliams@totherescue.net,March 2020,CDPHE Health Facilities and Emergency Medical Services Division,08035013904,DOUGLAS,80134,Home and Community Based Services - Intellectual and developmental disabilities,Home and Community Based Services,39.530712,-104.769318,HCBS-IDD
-11662660.7442,4797445.1403,1158,A PLACE AT HOME (04D455),A PLACE AT HOME,19039 E PLAZA DR #230,"PARKER, CO   80134",PARKER,CO,80134,01-ACTIVE,N,,N,,0/0,DOUGLAS,Ms GRACE BRADLEY,(303) 330-1026,,,(303) 330-1026,,March 2020,CDPHE Health Facilities and Emergency Medical Services Division,08035013904,DOUGLAS,80134,Home Health Agency - HCA license only,Home Health,39.527012,-104.767464,HHA-LCE
-11662697.257,4797437.3469,1159,FIRST LIGHT HOME CARE OF DENVER SOUTH (04E831),FIRST LIGHT HOME CARE OF DENVER SOUTH,"19029 E PLAZA DR, STE 252","PARKER, CO   80134",PARKER,CO,80134,01-ACTIVE,N,,N,,0/0,DOUGLAS,HASHMAT JAFFER,(720) 325-2511,,,(720) 325-2512,,March 2020,CDPHE Health Facilities and Emergency Medical Services Division,08035013904,DOUGLAS,80134,Home Health Agency - Licensed only,Home Health,39.526958,-104.767792,HCA-LIC
-11662660.7442,4797445.1403,1160,A PLACE AT HOME (04Q693),A PLACE AT HOME,19039 E PLAZA DR #230,"PARKER, CO   80134",PARKER,CO,80134,01-ACTIVE,N,,N,,0/0,DOUGLAS,Ms GRACE BRADLEY,(303) 330-1026,,,,,March 2020,CDPHE Health Facilities and Emergency Medical Services Division,08035013904,DOUGLAS,80134,Home Health Agency - HCA license - personal care homemaker,Home Health,39.527012,-104.767464,HCA-PHS
-11662660.7442,4797445.1403,1161,A PLACE AT HOME (04U630),A PLACE AT HOME,19039 E PLAZA DRIVE #230,"PARKER, CO   80134",PARKER,CO,80134,01-ACTIVE,N,,N,,0/0,DOUGLAS,Ms GRACE BRADLEY,(303) 330-1026,,,,,March 2020,CDPHE Health Facilities and Emergency Medical Services Division,08035013904,DOUGLAS,80134,Home Care Agency - In-Home Support Services,Home Health,39.527012,-104.767464,HCA-IHSS
-11662611.4296,4798096.4889,1162,ACTI-KARE RESPONSIVE IN HOME CARE (04F111),ACTI-KARE RESPONSIVE IN HOME CARE,10233 S PARKER RD SUITE 300,"PARKER, CO   80134",PARKER,CO,80134,01-ACTIVE,N,,N,,0/0,DOUGLAS,Ms FRANCIS THOMPSON,(720) 623-0950,,,,,March 2020,CDPHE Health Facilities and Emergency Medical Services Division,08035013904,DOUGLAS,80134,Home Health Agency - Licensed only,Home Health,39.531525,-104.767021,HCA-LIC
-11664216.6567,4801894.5803,1163,Metro Community Provider Network Inc (061936),M C P N - PINE TREE CLINIC,17866 COTTONWOOD DRIVE,"PARKER, CO   80134",PARKER,CO,80134,01-ACTIVE,N,,N,,0/0,DOUGLAS,,(303) 761-1977,"David Meyers, Administrat",,,dave.myers@cmpn.org,March 2020,CDPHE Health Facilities and Emergency Medical Services Division,08035014001,DOUGLAS,80134,Federally Qualified Health Center,FQHC,39.557835,-104.781441,FQHC
-11613881.9905,4829023.6088,1164,PRAIRIE CREEKS LIVING CENTER (23041O),PRAIRIE CREEKS LIVING CENTER,56175 SUNSET AVE,"STRASBURG, CO   80136",STRASBURG,CO,80136,01-ACTIVE,N,,Y,4182481,12/19,ADAMS,MS MARGARET COZZA,(303) 622-6262,Margaret Cozza,(303) 981-4239,(303) 622-6263,prairiecreeks@outlook.com,March 2020,CDPHE Health Facilities and Emergency Medical Services Division,08001008402,ADAMS,80136,Assisted Living Residence,Assisted Living Residence/Nursing Home,39.745472,-104.329277,ALR/ACF
-11614213.2773,4827993.7039,1165,PLAINS MEDICAL CENTER - STRASBURG (CO0BDS),PLAINS MEDICAL CENTER - STRASBURG,"55981 EAST COLFAX AVENUE, POB 1219","STRASBURG, CO   80136",STRASBURG,CO,80136,01-ACTIVE,Y,061883,N,,0/0,ADAMS,,(303) 633-9237,Linda Messer,(719) 775-2367,,lmesser@plainsmedicalcenter.com,March 2020,CDPHE Health Facilities and Emergency Medical Services Division,08001008402,ADAMS,80136,Federally Qualified Health Center,FQHC,39.738358,-104.332253,FQHC
-11618714.4809,4828366.9127,1166,SISTER OFFERING SUPPORTS (10E480),SISTER OFFERING SUPPORTS,1722 BARRES ST,"STRASBURG, CO   80136",STRASBURG,CO,80136,01-ACTIVE,N,,N,,0/0,ADAMS,Ms BRITTANY SHARP,(720) 243-1563,,,,,March 2020,CDPHE Health Facilities and Emergency Medical Services Division,08001008402,ADAMS,80136,Home and Community Based Services - Intellectual and developmental disabilities,Home and Community Based Services,39.740936,-104.372688,HCBS-IDD
-11647906.6815,4791813.527,1167,COUNTRY HOME (23040Q),COUNTRY HOME,1425 DEBBI CIRCLE,"PARKER, CO   80138",PARKER,CO,80138,01-ACTIVE,N,,Y,4182499,8/8,ELBERT,MS LINDA MELBARDIS,(303) 840-1986,Linda Melbardis,(303) 257-5888,(303) 805-9380,lmelbardis@yahoo.com,March 2020,CDPHE Health Facilities and Emergency Medical Services Division,08039961204,ELBERT,80138,Assisted Living Residence,Assisted Living Residence/Nursing Home,39.48798,-104.634926,ALR/ACF
-11662916.3337,4800704.9053,1168,PARKER ADVENTIST HOSPITAL (01J544),PARKER ADVENTIST HOSPITAL,9395 CROWN CREST BLVD,"PARKER, CO   80138",PARKER,CO,80138,01-ACTIVE,Y,060114,Y,56572271,170/170,DOUGLAS,Mr MICHAEL GOEBEL,(303) 269-4000,Mike Goebel,(303) 815-7201,(303) 269-4019,michaelgoebel@centura.org,March 2020,CDPHE Health Facilities and Emergency Medical Services Division,08035013901,DOUGLAS,80138,Hospital,Hospital,39.549595,-104.76976,HOSP-ACU
-11662916.3337,4800704.9053,1169,CHILDREN'S HOSPITAL COLORADO AT PARKER ADVENTIST HOSPITAL (13Z405),CHILDREN'S HOSPITAL COLORADO AT PARKER ADVENTIST,9395 CROWN CREST BLVD,"PARKER, CO   80138",PARKER,CO,80138,01-ACTIVE,N,,N,,0/5,DOUGLAS,Ms SUZY JAEGER,(720) 777-1350,,(720) 777-2743,(720) 777-7265,Suzy.Jaeger@childrenscolorado.org,March 2020,CDPHE Health Facilities and Emergency Medical Services Division,08035013901,DOUGLAS,80138,Hospital,Hospital,39.549595,-104.76976,H-UNIT
-11662776.1825,4800667.3694,1170,CROWN POINT SURGERY CENTER (16P643),CROWN POINT SURGERY CENTER,"9397 CROWN CREST BLVD, STE 110","PARKER, CO   80138",PARKER,CO,80138,01-ACTIVE,Y,06C0001085,Y,99636247,0/0,DOUGLAS,Ms AUTUMN PIERCE,(720) 974-6499,Joane Ridgway,(720) 974-6499,(720) 974-6498,ciisaacs@uspi.com,March 2020,CDPHE Health Facilities and Emergency Medical Services Division,08035013901,DOUGLAS,80138,Ambulatory Surgical Center,Surgery or Transplant,39.549335,-104.768501,ASC
-11662369.4211,4799969.0813,1171,"SUITES PARKER, THE (02K186)","SUITES PARKER, THE",9398 CROWN CREST BLVD,"PARKER, CO   80138",PARKER,CO,80138,01-ACTIVE,Y,065405,N,,154/154,DOUGLAS,Mr BRETT OTTLEY,(720) 851-3300,Christopher Thompson,(801) 601-1450,(720) 851-3302,christopher.thompson@edurohc.com,March 2020,CDPHE Health Facilities and Emergency Medical Services Division,08035013901,DOUGLAS,80138,Nursing Home,Assisted Living Residence/Nursing Home,39.544498,-104.764847,S/NF DP
-11663772.4919,4802016.2989,1172,"PARKER KIDNEY CENTER, LLC (12V335)","PARKER KIDNEY CENTER, LLC",18320 COTTONWOOD DR UNIT C,"PARKER, CO   80138",PARKER,CO,80138,01-ACTIVE,Y,062583,N,,17/17,DOUGLAS,BETHZAIDA STOCKBRIDGE,(303) 805-2060,,(303) 709-0015,(303) 805-2061,,March 2020,CDPHE Health Facilities and Emergency Medical Services Division,08035013901,DOUGLAS,80138,End Stage Renal Disease Facility,End Stage Renal Disease,39.558678,-104.777451,ESRD
-11662030.5645,4801598.159,1173,HEART OF GOLD SENIOR COMPANION CARE LLC (04Q267),HEART OF GOLD SENIOR COMPANION CARE LLC,6686 E SAGE LN,"PARKER, CO   80138",PARKER,CO,80138,01-ACTIVE,N,,N,,0/0,DOUGLAS,Nr MICHAEL JAMES,(303) 840-2728,Michael James,(970) 310-4244,(720) 583-6449,mjames@heartofgoldseniorhomecare.com,March 2020,CDPHE Health Facilities and Emergency Medical Services Division,08035013901,DOUGLAS,80138,Home Health Agency - Licensed only,Home Health,39.555782,-104.761803,HCA-LIC
-11662851.7684,4801566.2505,1174,PINE GROVE CROSSING (23N138),PINE GROVE CROSSING,19160 COTTONWOOD DRIVE,"PARKER, CO   80138",PARKER,CO,80138,01-ACTIVE,N,,N,,0/153,DOUGLAS,Ms RITA WAXON,(303) 996-8000,,,(720) 324-4922,,March 2020,CDPHE Health Facilities and Emergency Medical Services Division,08035013901,DOUGLAS,80138,Assisted Living Residence,Assisted Living Residence/Nursing Home,39.555561,-104.76918,ALRONLY
-11658273.1978,4795814.5731,1175,"TLC RESPITE CARE, LLC (10I575)","TLC RESPITE CARE, LLC",22310 QUAIL RUN WAY,"PARKER, CO   80138",PARKER,CO,80138,01-ACTIVE,N,,Y,22235761,0/0,DOUGLAS,Ms JODIE BOW,(720) 315-5865,Jodie Marie Bow,(720) 315-5865,,jodiebowman71@comcast.net,March 2020,CDPHE Health Facilities and Emergency Medical Services Division,08035013910,DOUGLAS,80138,Home and Community Based Services - Intellectual and developmental disabilities,Home and Community Based Services,39.515713,-104.72805,HCBS-IDD
-11660630.8333,4793434.0664,1176,ARA AT HIDDEN RIVER (23C443),ARA AT HIDDEN RIVER,20780 BRIDLEWOOD LANE,"PARKER, CO   80138",PARKER,CO,80138,01-ACTIVE,N,,N,,5/5,DOUGLAS,Ms MANDRIA MOUW,(303) 877-7965,,,(720) 328-9793,mmouw@auroraservices.com,March 2020,CDPHE Health Facilities and Emergency Medical Services Division,08035013910,DOUGLAS,80138,Assisted Living Residence - Brain Injury,Assisted Living Residence/Nursing Home,39.499214,-104.749229,ALR/BISL
