OBJECTID,FIPS,Life_Expectancy_Label,COUNTY,TRACT_NAME,LE_20102015,LE_StdError,LE_L95CI,LE_U95CI,LE_STATE
863,08041006700,80.2 Years (95% C.I. 76.5 - 83.9 Years),EL PASO,"Census Tract 67, El Paso County, Colorado",80.2,1.87,76.5,83.9,80.5
864,08041003701,84.8 Years (95% C.I. 80.1 - 89.5 Years),EL PASO,"Census Tract 37.01, El Paso County, Colorado",84.8,2.38,80.1,89.5,80.5
865,08041004100,77.4 Years (95% C.I. 74.6 - 80.2 Years),EL PASO,"Census Tract 41, El Paso County, Colorado",77.4,1.42,74.6,80.2,80.5
866,08041004508,77.4 Years (95% C.I. 71.6 - 83.2 Years),EL PASO,"Census Tract 45.08, El Paso County, Colorado",77.4,2.97,71.6,83.2,80.5
867,08041004507,81.4 Years (95% C.I. 74.6 - 88.2 Years),EL PASO,"Census Tract 45.07, El Paso County, Colorado",81.4,3.48,74.6,88.2,80.5
868,08041004506,76 Years (95% C.I. 73 - 79 Years),EL PASO,"Census Tract 45.06, El Paso County, Colorado",76,1.53,73,79,80.5
869,08041004300,78.6 Years (95% C.I. 74.6 - 82.6 Years),EL PASO,"Census Tract 43, El Paso County, Colorado",78.6,2.07,74.6,82.6,80.5
870,08041005000,74.6 Years (95% C.I. 71.1 - 78.1 Years),EL PASO,"Census Tract 50, El Paso County, Colorado",74.6,1.77,71.1,78.1,80.5
871,08041006200,78 Years (95% C.I. 74.4 - 81.6 Years),EL PASO,"Census Tract 62, El Paso County, Colorado",78,1.84,74.4,81.6,80.5
872,08041006100,75.8 Years (95% C.I. 69.5 - 82.1 Years),EL PASO,"Census Tract 61, El Paso County, Colorado",75.8,3.2,69.5,82.1,80.5
873,08041006000,77.4 Years (95% C.I. 74.2 - 80.6 Years),EL PASO,"Census Tract 60, El Paso County, Colorado",77.4,1.65,74.2,80.6,80.5
874,08041005900,77.4 Years (95% C.I. 75.1 - 79.7 Years),EL PASO,"Census Tract 59, El Paso County, Colorado",77.4,1.17,75.1,79.7,80.5
875,08041005800,84.3 Years (95% C.I. 78.6 - 90 Years),EL PASO,"Census Tract 58, El Paso County, Colorado",84.3,2.91,78.6,90,80.5
876,08041005700,82.2 Years (95% C.I. 77.8 - 86.6 Years),EL PASO,"Census Tract 57, El Paso County, Colorado",82.2,2.23,77.8,86.6,80.5
877,08041005602,81.4 Years (95% C.I. 77.2 - 85.6 Years),EL PASO,"Census Tract 56.02, El Paso County, Colorado",81.4,2.16,77.2,85.6,80.5
878,08041004703,81.1 Years (95% C.I. 77.1 - 85.1 Years),EL PASO,"Census Tract 47.03, El Paso County, Colorado",81.1,2.03,77.1,85.1,80.5
879,08041005202,75.6 Years (95% C.I. 71.7 - 79.5 Years),EL PASO,"Census Tract 52.02, El Paso County, Colorado",75.6,1.97,71.7,79.5,80.5
880,08041003905,77.8 Years (95% C.I. 74.7 - 80.9 Years),EL PASO,"Census Tract 39.05, El Paso County, Colorado",77.8,1.56,74.7,80.9,80.5
881,08041003706,83.8 Years (95% C.I. 79.9 - 87.7 Years),EL PASO,"Census Tract 37.06, El Paso County, Colorado",83.8,2.02,79.9,87.7,80.5
882,08041003705,81.2 Years (95% C.I. 77.6 - 84.8 Years),EL PASO,"Census Tract 37.05, El Paso County, Colorado",81.2,1.83,77.6,84.8,80.5
883,08041003000,78.9 Years (95% C.I. 74.8 - 83 Years),EL PASO,"Census Tract 30, El Paso County, Colorado",78.9,2.08,74.8,83,80.5
884,08041003303,76.3 Years (95% C.I. 74 - 78.6 Years),EL PASO,"Census Tract 33.03, El Paso County, Colorado",76.3,1.18,74,78.6,80.5
885,08041004503,81.5 Years (95% C.I. 76.1 - 86.9 Years),EL PASO,"Census Tract 45.03, El Paso County, Colorado",81.5,2.76,76.1,86.9,80.5
886,08041002900,72.9 Years (95% C.I. 70.4 - 75.4 Years),EL PASO,"Census Tract 29, El Paso County, Colorado",72.9,1.25,70.4,75.4,80.5
887,08041002000,74.8 Years (95% C.I. 72.6 - 77 Years),EL PASO,"Census Tract 20, El Paso County, Colorado",74.8,1.1,72.6,77,80.5
888,08041004502,81 Years (95% C.I. 75.9 - 86.1 Years),EL PASO,"Census Tract 45.02, El Paso County, Colorado",81,2.62,75.9,86.1,80.5
889,08041001900,76.6 Years (95% C.I. 71.7 - 81.5 Years),EL PASO,"Census Tract 19, El Paso County, Colorado",76.6,2.5,71.7,81.5,80.5
890,08041001800,79.4 Years (95% C.I. 76.4 - 82.4 Years),EL PASO,"Census Tract 18, El Paso County, Colorado",79.4,1.54,76.4,82.4,80.5
891,08041001700,77.3 Years (95% C.I. 71.9 - 82.7 Years),EL PASO,"Census Tract 17, El Paso County, Colorado",77.3,2.77,71.9,82.7,80.5
892,08041003906,86.2 Years (95% C.I. 80 - 92.4 Years),EL PASO,"Census Tract 39.06, El Paso County, Colorado",86.2,3.17,80,92.4,80.5
893,08041001101,76.9 Years (95% C.I. 70 - 83.8 Years),EL PASO,"Census Tract 11.01, El Paso County, Colorado",76.9,3.5,70,83.8,80.5
894,08041000900,80.6 Years (95% C.I. 77.9 - 83.3 Years),EL PASO,"Census Tract 9, El Paso County, Colorado",80.6,1.37,77.9,83.3,80.5
895,08041005109,86 Years (95% C.I. 80.7 - 91.3 Years),EL PASO,"Census Tract 51.09, El Paso County, Colorado",86,2.68,80.7,91.3,80.5
896,08041005105,78.1 Years (95% C.I. 73.7 - 82.5 Years),EL PASO,"Census Tract 51.05, El Paso County, Colorado",78.1,2.23,73.7,82.5,80.5
897,08041005107,81.9 Years (95% C.I. 75.8 - 88 Years),EL PASO,"Census Tract 51.07, El Paso County, Colorado",81.9,3.09,75.8,88,80.5
898,08041007102,83.6 Years (95% C.I. 78.8 - 88.4 Years),EL PASO,"Census Tract 71.02, El Paso County, Colorado",83.6,2.45,78.8,88.4,80.5
899,08041004705,81.3 Years (95% C.I. 75.9 - 86.7 Years),EL PASO,"Census Tract 47.05, El Paso County, Colorado",81.3,2.73,75.9,86.7,80.5
900,08041004706,81.9 Years (95% C.I. 76.8 - 87 Years),EL PASO,"Census Tract 47.06, El Paso County, Colorado",81.9,2.62,76.8,87,80.5
901,08041006902,83.2 Years (95% C.I. 79.1 - 87.3 Years),EL PASO,"Census Tract 69.02, El Paso County, Colorado",83.2,2.11,79.1,87.3,80.5
902,08041004603,77.8 Years (95% C.I. 74.4 - 81.2 Years),EL PASO,"Census Tract 46.03, El Paso County, Colorado",77.8,1.72,74.4,81.2,80.5
903,08041005108,79.5 Years (95% C.I. 75.7 - 83.3 Years),EL PASO,"Census Tract 51.08, El Paso County, Colorado",79.5,1.94,75.7,83.3,80.5
904,08041003308,77.5 Years (95% C.I. 73.3 - 81.7 Years),EL PASO,"Census Tract 33.08, El Paso County, Colorado",77.5,2.17,73.3,81.7,80.5
905,08041003305,84.8 Years (95% C.I. 81.6 - 88 Years),EL PASO,"Census Tract 33.05, El Paso County, Colorado",84.8,1.64,81.6,88,80.5
906,08041003306,80.7 Years (95% C.I. 76.5 - 84.9 Years),EL PASO,"Census Tract 33.06, El Paso County, Colorado",80.7,2.13,76.5,84.9,80.5
907,08041005502,79.2 Years (95% C.I. 73.9 - 84.5 Years),EL PASO,"Census Tract 55.02, El Paso County, Colorado",79.2,2.7,73.9,84.5,80.5
908,08041004702,75.3 Years (95% C.I. 69.9 - 80.7 Years),EL PASO,"Census Tract 47.02, El Paso County, Colorado",75.3,2.75,69.9,80.7,80.5
909,08041000101,78.4 Years (95% C.I. 76.2 - 80.6 Years),EL PASO,"Census Tract 1.01, El Paso County, Colorado",78.4,1.15,76.2,80.6,80.5
910,08041008000,76.1 Years (95% C.I. 73 - 79.2 Years),EL PASO,"Census Tract 80, El Paso County, Colorado",76.1,1.58,73,79.2,80.5
911,08041003709,82.1 Years (95% C.I. 77.7 - 86.5 Years),EL PASO,"Census Tract 37.09, El Paso County, Colorado",82.1,2.25,77.7,86.5,80.5
912,08041007400,83.9 Years (95% C.I. 80 - 87.8 Years),EL PASO,"Census Tract 74, El Paso County, Colorado",83.9,2.01,80,87.8,80.5
913,08041003707,81.6 Years (95% C.I. 77.2 - 86 Years),EL PASO,"Census Tract 37.07, El Paso County, Colorado",81.6,2.26,77.2,86,80.5
914,08041003708,85.8 Years (95% C.I. 79.4 - 92.2 Years),EL PASO,"Census Tract 37.08, El Paso County, Colorado",85.8,3.27,79.4,92.2,80.5
915,08041006502,76.3 Years (95% C.I. 71.7 - 80.9 Years),EL PASO,"Census Tract 65.02, El Paso County, Colorado",76.3,2.35,71.7,80.9,80.5
916,08041006600,77.5 Years (95% C.I. 74.2 - 80.8 Years),EL PASO,"Census Tract 66, El Paso County, Colorado",77.5,1.71,74.2,80.8,80.5
917,08041006501,75.6 Years (95% C.I. 72.4 - 78.8 Years),EL PASO,"Census Tract 65.01, El Paso County, Colorado",75.6,1.63,72.4,78.8,80.5
918,08041006400,78.7 Years (95% C.I. 72.6 - 84.8 Years),EL PASO,"Census Tract 64, El Paso County, Colorado",78.7,3.13,72.6,84.8,80.5
919,08041005601,82.4 Years (95% C.I. 78 - 86.8 Years),EL PASO,"Census Tract 56.01, El Paso County, Colorado",82.4,2.25,78,86.8,80.5
920,08041005400,72.2 Years (95% C.I. 69 - 75.4 Years),EL PASO,"Census Tract 54, El Paso County, Colorado",72.2,1.64,69,75.4,80.5
921,08041005300,73.6 Years (95% C.I. 70.6 - 76.6 Years),EL PASO,"Census Tract 53, El Paso County, Colorado",73.6,1.52,70.6,76.6,80.5
922,08041005201,73.9 Years (95% C.I. 71 - 76.8 Years),EL PASO,"Census Tract 52.01, El Paso County, Colorado",73.9,1.47,71,76.8,80.5
923,08041004800,78.6 Years (95% C.I. 74.6 - 82.6 Years),EL PASO,"Census Tract 48, El Paso County, Colorado",78.6,2.05,74.6,82.6,80.5
924,08041002700,71.1 Years (95% C.I. 66.7 - 75.5 Years),EL PASO,"Census Tract 27, El Paso County, Colorado",71.1,2.27,66.7,75.5,80.5
925,08041002501,81.6 Years (95% C.I. 78.4 - 84.8 Years),EL PASO,"Census Tract 25.01, El Paso County, Colorado",81.6,1.64,78.4,84.8,80.5
926,08041002502,81.1 Years (95% C.I. 77.8 - 84.4 Years),EL PASO,"Census Tract 25.02, El Paso County, Colorado",81.1,1.67,77.8,84.4,80.5
927,08041002400,76 Years (95% C.I. 73.7 - 78.3 Years),EL PASO,"Census Tract 24, El Paso County, Colorado",76,1.16,73.7,78.3,80.5
928,08041002200,70.8 Years (95% C.I. 67.7 - 73.9 Years),EL PASO,"Census Tract 22, El Paso County, Colorado",70.8,1.59,67.7,73.9,80.5
929,08041002102,74.4 Years (95% C.I. 71.7 - 77.1 Years),EL PASO,"Census Tract 21.02, El Paso County, Colorado",74.4,1.38,71.7,77.1,80.5
930,08041002101,69 Years (95% C.I. 66.1 - 71.9 Years),EL PASO,"Census Tract 21.01, El Paso County, Colorado",69,1.48,66.1,71.9,80.5
931,08041001400,75.1 Years (95% C.I. 72.6 - 77.6 Years),EL PASO,"Census Tract 14, El Paso County, Colorado",75.1,1.29,72.6,77.6,80.5
932,08041001302,76.4 Years (95% C.I. 74.1 - 78.7 Years),EL PASO,"Census Tract 13.02, El Paso County, Colorado",76.4,1.18,74.1,78.7,80.5
933,08041001104,81.8 Years (95% C.I. 74.6 - 89 Years),EL PASO,"Census Tract 11.04, El Paso County, Colorado",81.8,3.68,74.6,89,80.5
934,08041000800,82 Years (95% C.I. 76.1 - 87.9 Years),EL PASO,"Census Tract 8, El Paso County, Colorado",82,3.03,76.1,87.9,80.5
935,08041000700,80.7 Years (95% C.I. 76.2 - 85.2 Years),EL PASO,"Census Tract 7, El Paso County, Colorado",80.7,2.31,76.2,85.2,80.5
936,08041000600,80.3 Years (95% C.I. 77.3 - 83.3 Years),EL PASO,"Census Tract 6, El Paso County, Colorado",80.3,1.56,77.3,83.3,80.5
937,08041000500,79.4 Years (95% C.I. 75.5 - 83.3 Years),EL PASO,"Census Tract 5, El Paso County, Colorado",79.4,1.99,75.5,83.3,80.5
938,08041000400,79.4 Years (95% C.I. 76.6 - 82.2 Years),EL PASO,"Census Tract 4, El Paso County, Colorado",79.4,1.42,76.6,82.2,80.5
939,08041007800,81.7 Years (95% C.I. 79.2 - 84.2 Years),EL PASO,"Census Tract 78, El Paso County, Colorado",81.7,1.28,79.2,84.2,80.5
940,08041000302,77 Years (95% C.I. 75 - 79 Years),EL PASO,"Census Tract 3.02, El Paso County, Colorado",77,1.04,75,79,80.5
941,08041007700,80.7 Years (95% C.I. 77.5 - 83.9 Years),EL PASO,"Census Tract 77, El Paso County, Colorado",80.7,1.63,77.5,83.9,80.5
942,08005083500,79.3 Years (95% C.I. 74.9 - 83.7 Years),ARAPAHOE,"Census Tract 835, Arapahoe County, Colorado",79.3,2.25,74.9,83.7,80.5
943,08005082400,77.9 Years (95% C.I. 74.7 - 81.1 Years),ARAPAHOE,"Census Tract 824, Arapahoe County, Colorado",77.9,1.64,74.7,81.1,80.5
944,08005005630,82.1 Years (95% C.I. 78.4 - 85.8 Years),ARAPAHOE,"Census Tract 56.30, Arapahoe County, Colorado",82.1,1.87,78.4,85.8,80.5
945,08005005631,80.6 Years (95% C.I. 77.3 - 83.9 Years),ARAPAHOE,"Census Tract 56.31, Arapahoe County, Colorado",80.6,1.68,77.3,83.9,80.5
946,08005005628,81.3 Years (95% C.I. 78.7 - 83.9 Years),ARAPAHOE,"Census Tract 56.28, Arapahoe County, Colorado",81.3,1.31,78.7,83.9,80.5
947,08005005632,85.6 Years (95% C.I. 79.7 - 91.5 Years),ARAPAHOE,"Census Tract 56.32, Arapahoe County, Colorado",85.6,3,79.7,91.5,80.5
948,08005005629,84.6 Years (95% C.I. 79.3 - 89.9 Years),ARAPAHOE,"Census Tract 56.29, Arapahoe County, Colorado",84.6,2.72,79.3,89.9,80.5
949,08005084400,79.2 Years (95% C.I. 74.4 - 84 Years),ARAPAHOE,"Census Tract 844, Arapahoe County, Colorado",79.2,2.44,74.4,84,80.5
950,08055960900,81.4 Years (95% C.I. 77.5 - 85.3 Years),HUERFANO,"Census Tract 9609, Huerfano County, Colorado",81.4,2.01,77.5,85.3,80.5
951,08005005624,82.5 Years (95% C.I. 78.6 - 86.4 Years),ARAPAHOE,"Census Tract 56.24, Arapahoe County, Colorado",82.5,2.01,78.6,86.4,80.5
952,08005005627,82.2 Years (95% C.I. 79.3 - 85.1 Years),ARAPAHOE,"Census Tract 56.27, Arapahoe County, Colorado",82.2,1.46,79.3,85.1,80.5
953,08005005614,79.7 Years (95% C.I. 76.5 - 82.9 Years),ARAPAHOE,"Census Tract 56.14, Arapahoe County, Colorado",79.7,1.62,76.5,82.9,80.5
954,08005006707,81.1 Years (95% C.I. 78.5 - 83.7 Years),ARAPAHOE,"Census Tract 67.07, Arapahoe County, Colorado",81.1,1.32,78.5,83.7,80.5
955,08005006708,82.5 Years (95% C.I. 79.8 - 85.2 Years),ARAPAHOE,"Census Tract 67.08, Arapahoe County, Colorado",82.5,1.36,79.8,85.2,80.5
956,08005006604,78.1 Years (95% C.I. 75.2 - 81 Years),ARAPAHOE,"Census Tract 66.04, Arapahoe County, Colorado",78.1,1.48,75.2,81,80.5
957,08005006603,80.8 Years (95% C.I. 77.9 - 83.7 Years),ARAPAHOE,"Census Tract 66.03, Arapahoe County, Colorado",80.8,1.5,77.9,83.7,80.5
958,08005006601,74.7 Years (95% C.I. 71.7 - 77.7 Years),ARAPAHOE,"Census Tract 66.01, Arapahoe County, Colorado",74.7,1.51,71.7,77.7,80.5
959,08005005621,82.2 Years (95% C.I. 79.7 - 84.7 Years),ARAPAHOE,"Census Tract 56.21, Arapahoe County, Colorado",82.2,1.28,79.7,84.7,80.5
960,08005005625,79.7 Years (95% C.I. 74.9 - 84.5 Years),ARAPAHOE,"Census Tract 56.25, Arapahoe County, Colorado",79.7,2.44,74.9,84.5,80.5
961,08005006704,81.9 Years (95% C.I. 79.9 - 83.9 Years),ARAPAHOE,"Census Tract 67.04, Arapahoe County, Colorado",81.9,1.04,79.9,83.9,80.5
962,08005005620,84.7 Years (95% C.I. 80.8 - 88.6 Years),ARAPAHOE,"Census Tract 56.20, Arapahoe County, Colorado",84.7,1.98,80.8,88.6,80.5
963,08005006709,85.4 Years (95% C.I. 80.8 - 90 Years),ARAPAHOE,"Census Tract 67.09, Arapahoe County, Colorado",85.4,2.33,80.8,90,80.5
964,08005005619,81.1 Years (95% C.I. 78.9 - 83.3 Years),ARAPAHOE,"Census Tract 56.19, Arapahoe County, Colorado",81.1,1.12,78.9,83.3,80.5
965,08005005633,87.8 Years (95% C.I. 80.6 - 95 Years),ARAPAHOE,"Census Tract 56.33, Arapahoe County, Colorado",87.8,3.69,80.6,95,80.5
966,08005081700,83.6 Years (95% C.I. 77.1 - 90.1 Years),ARAPAHOE,"Census Tract 817, Arapahoe County, Colorado",83.6,3.32,77.1,90.1,80.5
967,08005015100,79.2 Years (95% C.I. 76.4 - 82 Years),ARAPAHOE,"Census Tract 151, Arapahoe County, Colorado",79.2,1.43,76.4,82,80.5
968,08005083900,80.7 Years (95% C.I. 75.7 - 85.7 Years),ARAPAHOE,"Census Tract 839, Arapahoe County, Colorado",80.7,2.57,75.7,85.7,80.5
969,08005087300,81.4 Years (95% C.I. 77.4 - 85.4 Years),ARAPAHOE,"Census Tract 873, Arapahoe County, Colorado",81.4,2.06,77.4,85.4,80.5
970,08005087100,75.6 Years (95% C.I. 72.1 - 79.1 Years),ARAPAHOE,"Census Tract 871, Arapahoe County, Colorado",75.6,1.78,72.1,79.1,80.5
971,08005007301,75.7 Years (95% C.I. 69.9 - 81.5 Years),ARAPAHOE,"Census Tract 73.01, Arapahoe County, Colorado",75.7,2.96,69.9,81.5,80.5
972,08005006100,73.2 Years (95% C.I. 70.4 - 76 Years),ARAPAHOE,"Census Tract 61, Arapahoe County, Colorado",73.2,1.42,70.4,76,80.5
973,08005006300,76.6 Years (95% C.I. 73.3 - 79.9 Years),ARAPAHOE,"Census Tract 63, Arapahoe County, Colorado",76.6,1.67,73.3,79.9,80.5
974,08005006706,86.3 Years (95% C.I. 81.2 - 91.4 Years),ARAPAHOE,"Census Tract 67.06, Arapahoe County, Colorado",86.3,2.59,81.2,91.4,80.5
975,08005006200,75.6 Years (95% C.I. 73 - 78.2 Years),ARAPAHOE,"Census Tract 62, Arapahoe County, Colorado",75.6,1.35,73,78.2,80.5
976,08005005952,83.9 Years (95% C.I. 79.7 - 88.1 Years),ARAPAHOE,"Census Tract 59.52, Arapahoe County, Colorado",83.9,2.15,79.7,88.1,80.5
977,08005005951,77 Years (95% C.I. 75.1 - 78.9 Years),ARAPAHOE,"Census Tract 59.51, Arapahoe County, Colorado",77,0.98,75.1,78.9,80.5
978,08005005800,78.3 Years (95% C.I. 75 - 81.6 Years),ARAPAHOE,"Census Tract 58, Arapahoe County, Colorado",78.3,1.66,75,81.6,80.5
979,08005005612,80.8 Years (95% C.I. 77 - 84.6 Years),ARAPAHOE,"Census Tract 56.12, Arapahoe County, Colorado",80.8,1.92,77,84.6,80.5
980,08005006400,79.6 Years (95% C.I. 74.5 - 84.7 Years),ARAPAHOE,"Census Tract 64, Arapahoe County, Colorado",79.6,2.62,74.5,84.7,80.5
981,08005006000,76.1 Years (95% C.I. 71.9 - 80.3 Years),ARAPAHOE,"Census Tract 60, Arapahoe County, Colorado",76.1,2.16,71.9,80.3,80.5
982,08041000301,73.7 Years (95% C.I. 70.5 - 76.9 Years),EL PASO,"Census Tract 3.01, El Paso County, Colorado",73.7,1.63,70.5,76.9,80.5
983,08041000203,79.5 Years (95% C.I. 76.4 - 82.6 Years),EL PASO,"Census Tract 2.03, El Paso County, Colorado",79.5,1.57,76.4,82.6,80.5
984,08005080500,81.9 Years (95% C.I. 77.7 - 86.1 Years),ARAPAHOE,"Census Tract 805, Arapahoe County, Colorado",81.9,2.16,77.7,86.1,80.5
985,08005083000,81.3 Years (95% C.I. 76.1 - 86.5 Years),ARAPAHOE,"Census Tract 830, Arapahoe County, Colorado",81.3,2.63,76.1,86.5,80.5
986,08005083200,80.9 Years (95% C.I. 74.5 - 87.3 Years),ARAPAHOE,"Census Tract 832, Arapahoe County, Colorado",80.9,3.27,74.5,87.3,80.5
987,08005006855,81.9 Years (95% C.I. 80 - 83.8 Years),ARAPAHOE,"Census Tract 68.55, Arapahoe County, Colorado",81.9,0.97,80,83.8,80.5
988,08005086700,79.6 Years (95% C.I. 74.1 - 85.1 Years),ARAPAHOE,"Census Tract 867, Arapahoe County, Colorado",79.6,2.81,74.1,85.1,80.5
989,08005007103,81.8 Years (95% C.I. 74.4 - 89.2 Years),ARAPAHOE,"Census Tract 71.03, Arapahoe County, Colorado",81.8,3.79,74.4,89.2,80.5
990,08005005700,75.2 Years (95% C.I. 67.7 - 82.7 Years),ARAPAHOE,"Census Tract 57, Arapahoe County, Colorado",75.2,3.81,67.7,82.7,80.5
991,08005005622,85 Years (95% C.I. 80.5 - 89.5 Years),ARAPAHOE,"Census Tract 56.22, Arapahoe County, Colorado",85,2.31,80.5,89.5,80.5
992,08005005611,81.3 Years (95% C.I. 77.7 - 84.9 Years),ARAPAHOE,"Census Tract 56.11, Arapahoe County, Colorado",81.3,1.86,77.7,84.9,80.5
993,08005007400,75.9 Years (95% C.I. 73.8 - 78 Years),ARAPAHOE,"Census Tract 74, Arapahoe County, Colorado",75.9,1.08,73.8,78,80.5
994,08005005553,79.3 Years (95% C.I. 75.1 - 83.5 Years),ARAPAHOE,"Census Tract 55.53, Arapahoe County, Colorado",79.3,2.16,75.1,83.5,80.5
995,08005005626,81.2 Years (95% C.I. 78.5 - 83.9 Years),ARAPAHOE,"Census Tract 56.26, Arapahoe County, Colorado",81.2,1.39,78.5,83.9,80.5
996,08005007600,77.8 Years (95% C.I. 72.7 - 82.9 Years),ARAPAHOE,"Census Tract 76, Arapahoe County, Colorado",77.8,2.59,72.7,82.9,80.5
997,08041000202,79.1 Years (95% C.I. 76.8 - 81.4 Years),EL PASO,"Census Tract 2.02, El Paso County, Colorado",79.1,1.17,76.8,81.4,80.5
998,08041007900,83.3 Years (95% C.I. 76.5 - 90.1 Years),EL PASO,"Census Tract 79, El Paso County, Colorado",83.3,3.46,76.5,90.1,80.5
999,08041000102,79 Years (95% C.I. 75.5 - 82.5 Years),EL PASO,"Census Tract 1.02, El Paso County, Colorado",79,1.77,75.5,82.5,80.5
1000,08041004701,77.9 Years (95% C.I. 75.8 - 80 Years),EL PASO,"Census Tract 47.01, El Paso County, Colorado",77.9,1.06,75.8,80,80.5
1001,08041005501,79.8 Years (95% C.I. 76.8 - 82.8 Years),EL PASO,"Census Tract 55.01, El Paso County, Colorado",79.8,1.51,76.8,82.8,80.5
1002,08041004902,82.1 Years (95% C.I. 79.4 - 84.8 Years),EL PASO,"Census Tract 49.02, El Paso County, Colorado",82.1,1.35,79.4,84.8,80.5
1003,08041004501,71.7 Years (95% C.I. 68.7 - 74.7 Years),EL PASO,"Census Tract 45.01, El Paso County, Colorado",71.7,1.53,68.7,74.7,80.5
1004,08041007000,84.3 Years (95% C.I. 78.9 - 89.7 Years),EL PASO,"Census Tract 70, El Paso County, Colorado",84.3,2.74,78.9,89.7,80.5
1005,08041003702,82.4 Years (95% C.I. 79.2 - 85.6 Years),EL PASO,"Census Tract 37.02, El Paso County, Colorado",82.4,1.61,79.2,85.6,80.5
1006,08041002800,73.1 Years (95% C.I. 69.9 - 76.3 Years),EL PASO,"Census Tract 28, El Paso County, Colorado",73.1,1.61,69.9,76.3,80.5
1007,08041001301,73.4 Years (95% C.I. 69.1 - 77.7 Years),EL PASO,"Census Tract 13.01, El Paso County, Colorado",73.4,2.19,69.1,77.7,80.5
1008,08041003902,81.8 Years (95% C.I. 77.6 - 86 Years),EL PASO,"Census Tract 39.02, El Paso County, Colorado",81.8,2.15,77.6,86,80.5
1009,08041007300,82.4 Years (95% C.I. 78.7 - 86.1 Years),EL PASO,"Census Tract 73, El Paso County, Colorado",82.4,1.88,78.7,86.1,80.5
1010,08005083700,79.7 Years (95% C.I. 77.6 - 81.8 Years),ARAPAHOE,"Census Tract 837, Arapahoe County, Colorado",79.7,1.08,77.6,81.8,80.5
1011,08005085600,81.3 Years (95% C.I. 76 - 86.6 Years),ARAPAHOE,"Census Tract 856, Arapahoe County, Colorado",81.3,2.72,76,86.6,80.5
1012,08005085500,83.9 Years (95% C.I. 78.5 - 89.3 Years),ARAPAHOE,"Census Tract 855, Arapahoe County, Colorado",83.9,2.74,78.5,89.3,80.5
1013,08005086800,77.4 Years (95% C.I. 73.1 - 81.7 Years),ARAPAHOE,"Census Tract 868, Arapahoe County, Colorado",77.4,2.21,73.1,81.7,80.5
1014,08005005551,71 Years (95% C.I. 67.2 - 74.8 Years),ARAPAHOE,"Census Tract 55.51, Arapahoe County, Colorado",71,1.96,67.2,74.8,80.5
1015,08005007702,77.6 Years (95% C.I. 75.8 - 79.4 Years),ARAPAHOE,"Census Tract 77.02, Arapahoe County, Colorado",77.6,0.92,75.8,79.4,80.5
1016,08005080100,76.3 Years (95% C.I. 73.9 - 78.7 Years),ARAPAHOE,"Census Tract 801, Arapahoe County, Colorado",76.3,1.22,73.9,78.7,80.5
1017,08005084800,78.8 Years (95% C.I. 72.3 - 85.3 Years),ARAPAHOE,"Census Tract 848, Arapahoe County, Colorado",78.8,3.3,72.3,85.3,80.5
1018,08005007101,82.6 Years (95% C.I. 78.1 - 87.1 Years),ARAPAHOE,"Census Tract 71.01, Arapahoe County, Colorado",82.6,2.27,78.1,87.1,80.5
1019,08005081900,79.2 Years (95% C.I. 73.7 - 84.7 Years),ARAPAHOE,"Census Tract 819, Arapahoe County, Colorado",79.2,2.81,73.7,84.7,80.5
1020,08005082000,76.2 Years (95% C.I. 72.1 - 80.3 Years),ARAPAHOE,"Census Tract 820, Arapahoe County, Colorado",76.2,2.11,72.1,80.3,80.5
1021,08005081400,78.1 Years (95% C.I. 75.5 - 80.7 Years),ARAPAHOE,"Census Tract 814, Arapahoe County, Colorado",78.1,1.33,75.5,80.7,80.5
1022,08005007202,73.6 Years (95% C.I. 70.7 - 76.5 Years),ARAPAHOE,"Census Tract 72.02, Arapahoe County, Colorado",73.6,1.5,70.7,76.5,80.5
1023,08041007500,81.3 Years (95% C.I. 79.2 - 83.4 Years),EL PASO,"Census Tract 75, El Paso County, Colorado",81.3,1.07,79.2,83.4,80.5
1024,08041003909,77 Years (95% C.I. 75.2 - 78.8 Years),EL PASO,"Census Tract 39.09, El Paso County, Colorado",77,0.93,75.2,78.8,80.5
1025,08041002300,71.3 Years (95% C.I. 64.6 - 78 Years),EL PASO,"Census Tract 23, El Paso County, Colorado",71.3,3.44,64.6,78,80.5
1026,08005087200,79.7 Years (95% C.I. 76.6 - 82.8 Years),ARAPAHOE,"Census Tract 872, Arapahoe County, Colorado",79.7,1.56,76.6,82.8,80.5
1027,08005083800,77.2 Years (95% C.I. 73.9 - 80.5 Years),ARAPAHOE,"Census Tract 838, Arapahoe County, Colorado",77.2,1.71,73.9,80.5,80.5
1028,08005007105,80.3 Years (95% C.I. 74.1 - 86.5 Years),ARAPAHOE,"Census Tract 71.05, Arapahoe County, Colorado",80.3,3.19,74.1,86.5,80.5
1029,08005007104,81.4 Years (95% C.I. 73.8 - 89 Years),ARAPAHOE,"Census Tract 71.04, Arapahoe County, Colorado",81.4,3.89,73.8,89,80.5
1030,08005080600,78.3 Years (95% C.I. 72.9 - 83.7 Years),ARAPAHOE,"Census Tract 806, Arapahoe County, Colorado",78.3,2.75,72.9,83.7,80.5
1031,08005007302,74.6 Years (95% C.I. 70 - 79.2 Years),ARAPAHOE,"Census Tract 73.02, Arapahoe County, Colorado",74.6,2.33,70,79.2,80.5
